Time Bucket (Europe/Budapest),Hauptverteiler_1 (kWatts),Hauptverteiler_2 (kWatts),Hauptverteiler_3 (kWatts),Garage 1 (kWatts),Garage 2 (kWatts),Garage 3 (kWatts),UV 1 (kWatts),UV 2 (kWatts),UV 3 (kWatts),Mikrowelle (71) (kWatts),Arbeitszimmer (17) (kWatts),Sina (23) (kWatts),Malte (22) (kWatts),Studio (20) (kWatts),Lüftung (31) (kWatts),Geschirrspüler (38) (kWatts),Heizung (32) (kWatts),Backofen (kWatts),Kühltruhe (kWatts)
07/10/2022 06:11:00,0.0414,0.0602,0.0783,0.0004,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:12:00,0.0413,0.0651,0.0782,0.0017,0.0029,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:13:00,0.0413,0.0646,0.0781,0.0011,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:14:00,0.0416,0.0802,0.0785,0.0010,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:15:00,0.0420,0.0844,0.0775,0.0014,0.0022,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:16:00,0.0413,0.0905,0.0778,0.0007,0.0026,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:17:00,0.0413,0.0827,0.0782,0.0010,0.0026,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:18:00,0.0412,0.0869,0.0780,0.0014,0.0028,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:19:00,0.0413,0.0889,0.0779,0.0016,0.0013,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:20:00,0.0513,1.2785,0.0801,0.0023,0.0023,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:21:00,0.0900,2.0053,0.0805,0.0030,0.0030,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0468
07/10/2022 06:22:00,0.0836,2.0047,0.0805,0.0031,0.0023,0.0084,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0530
07/10/2022 06:23:00,0.0774,0.4200,0.0782,0.0019,0.0026,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0538
07/10/2022 06:24:00,0.0811,1.1400,0.0799,0.0016,0.0029,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0547
07/10/2022 06:25:00,0.0819,1.0286,0.0793,0.0027,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0552
07/10/2022 06:26:00,0.0776,0.0827,0.0779,0.0015,0.0025,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/10/2022 06:27:00,0.0807,0.8929,0.0791,0.0022,0.0025,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0551
07/10/2022 06:28:00,0.0809,0.9317,0.0797,0.0021,0.0030,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0546
07/10/2022 06:29:00,0.0763,0.0852,0.0784,0.0015,0.0029,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0543
07/10/2022 06:30:00,0.0624,0.0832,0.0788,0.0010,0.0024,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0329
07/10/2022 06:31:00,0.0415,0.0844,0.0785,0.0015,0.0020,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:32:00,0.0414,0.0837,0.0776,0.0008,0.0030,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:33:00,0.0413,0.0854,0.0778,0.0015,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:34:00,0.0414,0.0821,0.0778,0.0014,0.0024,0.0093,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:35:00,0.0416,0.0848,0.0779,0.0014,0.0024,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:36:00,0.0540,1.6147,0.0805,0.0022,0.0027,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:37:00,0.1162,0.0867,0.0777,0.0012,0.0020,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:38:00,0.1010,0.0842,0.0780,0.0015,0.0021,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:39:00,0.0999,0.0855,0.0780,0.0016,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:40:00,0.0995,0.0853,0.0785,0.0011,0.0030,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:41:00,0.0990,0.0875,0.0783,0.0008,0.0027,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:42:00,0.0986,0.0848,0.0781,0.0008,0.0022,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:43:00,0.0979,0.0873,0.0779,0.0011,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:44:00,0.0979,0.0850,0.0783,0.0012,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:45:00,0.0976,0.0888,0.0790,0.0016,0.0031,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:46:00,0.0970,0.0856,0.0781,0.0013,0.0026,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:47:00,0.0974,0.0885,0.0782,0.0007,0.0033,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:48:00,0.0963,0.0855,0.0782,0.0018,0.0023,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:49:00,0.0961,0.0883,0.0780,0.0014,0.0023,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:50:00,0.0966,0.0848,0.0783,0.0014,0.0022,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:51:00,0.0966,0.0870,0.0780,0.0014,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:52:00,0.0578,0.0862,0.0788,0.0011,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:53:00,0.0412,0.0882,0.0780,0.0014,0.0031,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:54:00,0.0412,0.0869,0.0782,0.0020,0.0025,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:55:00,0.0411,0.0868,0.0778,0.0007,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:56:00,0.0417,0.0869,0.0779,0.0008,0.0025,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:57:00,0.0414,0.0847,0.0778,0.0014,0.0030,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:58:00,0.0413,0.0865,0.0781,0.0011,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 06:59:00,0.0410,0.0853,0.0776,0.0014,0.0019,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:00:00,0.0413,0.0846,0.0782,0.0016,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:01:00,0.0739,0.0836,0.0779,0.0014,0.0022,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0467
07/10/2022 07:02:00,0.0749,0.0855,0.0781,0.0015,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0467
07/10/2022 07:03:00,0.0759,0.0843,0.0777,0.0013,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0538
07/10/2022 07:04:00,0.0764,0.0853,0.0782,0.0007,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0544
07/10/2022 07:05:00,0.0774,0.0835,0.0780,0.0011,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0553
07/10/2022 07:06:00,0.0776,0.0847,0.0779,0.0012,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0553
07/10/2022 07:07:00,0.0771,0.0837,0.0777,0.0006,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0551
07/10/2022 07:08:00,0.0767,0.0858,0.0781,0.0012,0.0023,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0001,0.0550
07/10/2022 07:09:00,0.0760,0.0827,0.0779,0.0010,0.0019,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0544
07/10/2022 07:10:00,0.0665,0.0865,0.0783,0.0012,0.0023,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0393
07/10/2022 07:11:00,0.0413,0.0841,0.0779,0.0015,0.0022,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:12:00,0.0411,0.0862,0.0781,0.0014,0.0022,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:13:00,0.0413,0.0843,0.0780,0.0017,0.0028,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:14:00,0.0416,0.0853,0.0779,0.0017,0.0028,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:15:00,0.0420,0.0842,0.0779,0.0008,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:16:00,0.0417,0.0849,0.0783,0.0012,0.0026,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:17:00,0.0414,0.0840,0.0779,0.0015,0.0029,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:18:00,0.0415,0.0857,0.0775,0.0011,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:19:00,0.0418,0.0833,0.0776,0.0012,0.0026,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:20:00,0.0419,0.0858,0.0782,0.0016,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:21:00,0.0417,0.0843,0.0782,0.0016,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:22:00,0.0418,0.0858,0.0782,0.0016,0.0027,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:23:00,0.0417,0.0841,0.0781,0.0014,0.0028,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:24:00,0.0421,0.0847,0.0780,0.0011,0.0017,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:25:00,0.0414,0.0845,0.0775,0.0010,0.0026,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:26:00,0.0725,0.0869,0.0782,0.0011,0.0019,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:27:00,0.1054,0.0847,0.0775,0.0012,0.0021,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:28:00,0.0998,0.0867,0.0784,0.0009,0.0027,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:29:00,0.0999,0.0853,0.0779,0.0008,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:30:00,0.0994,0.0860,0.0786,0.0006,0.0024,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:31:00,0.0986,0.0840,0.0785,0.0009,0.0021,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:32:00,0.0982,0.0868,0.0783,0.0011,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:33:00,0.0980,0.0838,0.0784,0.0014,0.0027,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:34:00,0.0975,0.0862,0.0782,0.0013,0.0020,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:35:00,0.0969,0.0830,0.0783,0.0008,0.0026,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:36:00,0.0967,0.0849,0.0780,0.0008,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:37:00,0.0963,0.0831,0.0780,0.0006,0.0030,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:38:00,0.0962,0.0856,0.0781,0.0007,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:39:00,0.0965,0.0832,0.0787,0.0011,0.0021,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:40:00,0.0961,0.0870,0.0780,0.0008,0.0032,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:41:00,0.1200,0.0827,0.0781,0.0008,0.0024,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0271
07/10/2022 07:42:00,0.0763,0.0869,0.0780,0.0011,0.0022,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0542
07/10/2022 07:43:00,0.0755,0.0838,0.0782,0.0010,0.0027,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0536
07/10/2022 07:44:00,0.0765,0.0855,0.0784,0.0019,0.0031,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0542
07/10/2022 07:45:00,0.0772,0.0825,0.0785,0.0015,0.0015,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0554
07/10/2022 07:46:00,0.0775,0.0851,0.0780,0.0014,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/10/2022 07:47:00,0.0769,0.0843,0.0780,0.0006,0.0021,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0553
07/10/2022 07:48:00,0.0766,0.0867,0.0780,0.0012,0.0030,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0544
07/10/2022 07:49:00,0.0758,0.0839,0.0779,0.0015,0.0016,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0537
07/10/2022 07:50:00,0.0728,0.0859,0.0783,0.0012,0.0029,0.0086,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0494
07/10/2022 07:51:00,0.0414,0.0847,0.0780,0.0018,0.0022,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:52:00,0.0415,0.0877,0.0777,0.0011,0.0024,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:53:00,0.0417,0.0845,0.0781,0.0009,0.0023,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:54:00,0.0418,0.0859,0.0786,0.0016,0.0023,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:55:00,0.0414,0.0866,0.0779,0.0011,0.0026,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:56:00,0.0419,0.1188,0.0777,0.0008,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:57:00,0.0421,0.1666,0.0780,0.0009,0.0022,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:58:00,0.0434,0.2605,0.0782,0.0011,0.0030,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 07:59:00,0.0447,0.4197,0.0782,0.0014,0.0021,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:00:00,0.0434,0.2853,0.0788,0.0010,0.0020,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:01:00,0.0417,0.0817,0.0783,0.0010,0.0020,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:02:00,0.0420,0.0898,0.0782,0.0012,0.0028,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:03:00,0.0419,0.1022,0.0778,0.0012,0.0019,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:04:00,0.0419,0.1125,0.0781,0.0011,0.0021,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:05:00,0.0419,0.1104,0.0775,0.0018,0.0030,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:06:00,0.0417,0.1067,0.0778,0.0010,0.0018,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:07:00,0.0421,0.1100,0.0774,0.0015,0.0025,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:08:00,0.0418,0.1062,0.0781,0.0015,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:09:00,0.0422,0.1190,0.0776,0.0016,0.0031,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:10:00,0.0425,0.1262,0.0778,0.0014,0.0025,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:11:00,0.0425,0.1501,0.0779,0.0015,0.0021,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:12:00,0.0428,0.2366,0.0783,0.0017,0.0022,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:13:00,0.0441,0.4086,0.0784,0.0015,0.0028,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:14:00,0.0439,0.3612,0.0781,0.0014,0.0035,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:15:00,0.0411,0.0765,0.0778,0.0009,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:16:00,0.0728,0.0920,0.0779,0.0008,0.0029,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:17:00,0.1052,0.1051,0.0783,0.0009,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:18:00,0.1082,0.1188,0.0842,0.0012,0.0022,0.0101,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:19:00,0.0921,0.1000,0.0722,0.0006,0.0025,0.0082,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:20:00,0.0993,0.1109,0.0782,0.0015,0.0026,0.0092,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:21:00,0.0987,0.1085,0.0778,0.0011,0.0023,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0000
07/10/2022 08:22:00,0.1672,0.1109,0.0777,0.0013,0.0025,0.0091,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0693
07/10/2022 08:23:00,0.1513,0.1158,0.0776,0.0012,0.0027,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0534
07/10/2022 08:24:00,0.1514,0.1127,0.0779,0.0010,0.0031,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0541
07/10/2022 08:25:00,0.1521,0.1381,0.0779,0.0013,0.0023,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0549
07/10/2022 08:26:00,0.1528,0.2199,0.0781,0.0014,0.0029,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0555
07/10/2022 08:27:00,0.1534,0.3885,0.0782,0.0016,0.0025,0.0089,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0551
07/10/2022 08:28:00,0.1522,0.4267,0.0781,0.0012,0.0016,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0548
07/10/2022 08:29:00,0.1495,0.0853,0.0775,0.0010,0.0026,0.0088,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0543
07/10/2022 08:30:00,0.1492,0.0830,0.0779,0.0010,0.0021,0.0087,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0539
07/10/2022 08:31:00,0.0986,0.0945,0.0779,0.0007,0.0026,0.0090,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,No CT,0.0000,0.0041
